,도로명전체주소,사업장명
1622966,"경기도 광명시 오리로995번길 1 (광명동,1층)",보누
1622972,경기도 광명시 금오로805번길 8 (옥길동),방글네밥집
1622973,"경기도 광명시 시청로 105, 1층 (철산동)",상상낙지
1622993,"경기도 광명시 철산로 45 (철산동,지상1층)",진가츠
1623018,"경기도 광명시 하안로 294-9 (하안동,,1층)",본죽
1623019,경기도 광명시 오리로381번길 2 (소하동),촌닭바베큐
1623020,"경기도 광명시 광명로865번길 9-1 (광명동,, 1층)",미가돈까스
1623021,"경기도 광명시 디지털로 13 (철산동,, 1층)",징기스
1623022,"경기도 광명시 오리로854번길 16-7 (철산동,, 1층)",교촌치킨철산역점
1623023,"경기도 광명시 광명로831번길 7 (광명동,, 1층)",교동족발
1623114,"경기도 광명시 도덕공원로 72, 1층 (철산동)",후라이드참잘하는집((광명철산점)
1623115,"경기도 광명시 철산로30번길 9 (철산동,,115호)",다복전
1623116,"경기도 광명시 오리로 1003 (광명동,1층)",노랑통닭광명점
1623138,"경기도 광명시 오리로985번길 9, 1층 (광명동)",고기싸롱광명사거리역점
1623148,"경기도 광명시 오리로 992 (광명동,, 2층(203호))",무교동낙지
1623150,"경기도 광명시 철산로 20, 11층 (철산동)",에스빠
1623151,"경기도 광명시 오리로985번길 12, 1층 (광명동)",깡촌
1623160,"경기도 광명시 오리로 999 (광명동,,1층)",호천생갈비
1623161,"경기도 광명시 오리로 1005 (광명동,,1층)",택이네조개전골광명사거리점
1623218,"경기도 광명시 안현로 22 (하안동,207호)",중국성
1623219,"경기도 광명시 오리로 381 (소하동,,1층)",본죽
1623220,"경기도 광명시 기아로 22, 1층 (소하동)",뚱땡이네
1623242,"경기도 광명시 철산로30번길 9 (철산동,,프라자빌딩 2층 205~208호)",대감
1623243,"경기도 광명시 오리로381번길 3-1 (소하동,,1층)",블랙데이
1623244,"경기도 광명시 오리로914번길 1-4 (광명동,,2층)",블루빈
1623266,"경기도 광명시 도덕공원로 21-1 (철산동,,휠타운상가지층8,9호)",명태마을
1623367,"경기도 광명시 오리로995번길 6 (광명동,(1층))",골뱅이시대
1623368,"경기도 광명시 디지털로 29 (철산동,,135,136호)",대박집
1623369,"경기도 광명시 오리로 970 (광명동,크로앙스 6026호)",보리밥
1623370,"경기도 광명시 오리로 970 (광명동, 크로앙스 6003호)",장안막국수모밀
1623503,"경기도 광명시 기아로5번길 12 (소하동,.   1층(101호))",먹자클럽
1623513,"경기도 광명시 오리로857번길 3 (철산동,2층)",피렌체
1623514,"경기도 광명시 새터로 122 (광명동,1층)",두리랑호프
1623515,"경기도 광명시 오리로976번길 36 (광명동,1층)",송원숯불갈비
1623581,"경기도 광명시 기아로5번길 13 (소하동,,1층)",토속삼계탕
1623582,"경기도 광명시 광명로 954, 1층 102호 (광명동)",청해해물
1623583,"경기도 광명시 안재로2번길 15-1 (하안동,,1층)",호식이두마리치킨하안점
1623584,"경기도 광명시 하안로 298 (하안동,,현대빌딩1층6호)",감탄하안점
1623622,경기도 광명시 범안로 1050 (하안동),하안동떡볶이
1623623,"경기도 광명시 시청로 53 (철산동,1층)",짜장마을
1623624,"경기도 광명시 광일로 70-1 (철산동,1층)",우리식당
1623633,"경기도 광명시 영당로 14, 1층 일부호 (소하동)",상상초월
1623634,"경기도 광명시 광명역로 21, 1층 (일직동, 고속철도광명역)",롯데리아광명역점
1623635,"경기도 광명시 오리로856번길 21 (철산동,,  1층)",대박조개
1623636,"경기도 광명시 새터로 3-8 (광명동,,   1층)",무교동낙지(광명역분점)
1623637,"경기도 광명시 시청로 55 (철산동,,   (지층))",모세로
1623697,"경기도 광명시 하안로 238-24 (하안동,13단지 상가 107호)",하안정육숯불구이
1623698,"경기도 광명시 오리로 887, 1층 1호 (철산동, 지층 )",보보식당
1623699,"경기도 광명시 오리로963번길 12 (광명동,1층)",피그사냥
1623707,"경기도 광명시 기아로 139, 1층 (소하동)",촌목장생고기집
1623708,"경기도 광명시 안현로 22 (하안동,,3단지종합상가103호)",멕시칸치킨
1623709,"경기도 광명시 하안로 238-24 (하안동,,13단지라상가 106호)",멕시칸치킨
1623732,"경기도 광명시 오리로964번길 23 (광명동,,1층)",유명순대국
1623733,"경기도 광명시 기아로 11 (소하동,,1층)",왕순이황소곱창
1623734,"경기도 광명시 오리로984번안길 2 (광명동,,1층)",홍천화로구이
1623789,"경기도 광명시 오리로991번길 1 (광명동,,1층)",바글바글
1623790,경기도 광명시 원노온사로 1 (노온사동),조선곰탕
1623808,"경기도 광명시 오리로964번길 12 (광명동,1층)",주가네족발
1623809,"경기도 광명시 오리로 974, 2층 (광명동)",줄줄이 한식부페
1623810,"경기도 광명시 도덕로 51 (광명동,1층)",국수나무광명점
1623811,경기도 광명시 광명로 937 (광명동),광명식당
1623812,"경기도 광명시 범안로 998, 1,2층 (하안동, 101~105호, 202~203호)",한방전주콩나물국밥
1623827,"경기도 광명시 밤일로 19 (하안동,,1~2층)",음악다방봉자
1623879,"경기도 광명시 오리로964번길 6 (광명동,,1층)",회랑조개랑
1624321,"경기도 광명시 오리로856번길 20, 1층 (철산동)",대가볼테기
1624339,경기도 광명시 가림로219번길 4 (철산동),호야덤블링
1624340,경기도 광명시 시청로 57-1 (철산동),킹
1624341,"경기도 광명시 오리로854번길 16-18 (철산동,,1층)",쉐누
1624342,"경기도 광명시 철산로30번길 22, 서울빌딩 1층 101호 (철산동)",월드인삼참치
1624430,"경기도 광명시 광명로 956 (광명동,2층)",예랑
1624505,"경기도 광명시 하안로 293-14 (하안동,잠실빌딩 105호)",달봉비어
1624506,"경기도 광명시 오리로857번길 3, 1층 (철산동)",김밥천국
1624525,경기도 광명시 오리로 973 (광명동),부어치킨광명사거리점
1624607,"경기도 광명시 디지털로33번길 5 (철산동,그랜드프라자, 1층 103호)",토종곱창
1624608,"경기도 광명시 철산로30번길 11, 광동빌딩 2층 전체호 (철산동)",한우힘센놈
1624631,"경기도 광명시 오리로 631, 삼천리빌딩 2층 전부호 (하안동)",콩새야밥먹자
1624659,경기도 광명시 안재로2번길 27 (하안동),원조대구막창
1624741,"경기도 광명시 영당안로 58-1 (소하동,,1층)",오작교
1624742,"경기도 광명시 시청로 51 (철산동,,1층)",서유기
1624852,경기도 광명시 기아로 6 (소하동),해가
1624853,경기도 광명시 하안로287번길 21 (하안동),원조부안집하안점
1624854,경기도 광명시 하안로 310 (하안동),김밥세상
1624869,"경기도 광명시 금하로 545, 1층 (소하동)",용인농장생오리전문점
1624911,"경기도 광명시 도덕공원로 35 (철산동,,상가동 101호)",지코바철산1호점
1624912,"경기도 광명시 철산로 27 (철산동,,명동빌딩 104호)",가마로강정(철산점)
1625042,"경기도 광명시 도덕공원로 87, 2층 (철산동)",대경생고기
1625043,"경기도 광명시 오리로857번길 4, 2층 (철산동)",대명각
1625171,"경기도 광명시 범안로 868-22, 1층 (하안동)",정다운돌판오리
1625172,경기도 광명시 시청로 99 (철산동),보리창고
1625236,"경기도 광명시 오리로 1003-1, 2층 전부호 (광명동)",이향각양꼬치
1625237,"경기도 광명시 시청로 122 (철산동,,1층)",광명소고기순대국
1625275,경기도 광명시 하안로 237 (하안동),처갓집양념치킨하안8점
1625431,경기도 광명시 오리로964번길 29 (광명동),풍미곱창구이
1625432,경기도 광명시 광화로 14-14 (광명동),뚱땡이네
1625433,경기도 광명시 안현로 51 (하안동),초담김밥
1625541,"경기도 광명시 기아로 25, 1층 (소하동)",오븐마루
1625638,경기도 광명시 충현로 1 (소하동),짝태앤노가리
1625724,"경기도 광명시 하안로287번길 11 (하안동,,동명빌딩 1층)",카페로뎀
1625725,"경기도 광명시 시청로 57 (철산동,,지층)",옛골
1625741,"경기도 광명시 오리로975번길 12, 1층 (광명동)",행복한밥상수림
1625745,"경기도 광명시 광명로 826, 1층 (광명동)",화통삼광명사거리역점
1625804,"경기도 광명시 디지털로 17 (철산동,102호, 103호)",철산곱창
1625805,"경기도 광명시 광명로 960 (광명동,1층)",우리순대국감자탕
1625860,경기도 광명시 충현로 1 (소하동),투다리
1625971,경기도 광명시 기아로 14 (소하동),흑산도홍어
1625972,경기도 광명시 기아로 11 (소하동),명성숯불구이
1626198,경기도 광명시 광명로832번길 9 (광명동),더집밥한식부페
1626199,"경기도 광명시 도덕공원로 68, 1층 (철산동)",네네치킨철산점
1626200,경기도 광명시 시청로 122-1 (철산동),피자헛철산우성점
1629730,"경기도 광명시 오리로964번길 4, 1층 (광명동)",무침프로젝트홍어무침
1648479,"경기도 광명시 일직로 22, 광명역 효성 해링턴타워 The First 1층 117,118호 (일직동)",고구려짬뽕10101광명케이티엑스점
1648908,"경기도 광명시 하안로 108, 에이스 광명타워 1층 101호일부호 (소하동)",한국파파존스광명소하점
1648991,"경기도 광명시 오리로 1028, 1층 전체호 (광명동)",오늘의한끼
1648992,"경기도 광명시 양지로 19, 어반브릭스B동 2층 248호 (일직동)",시바스버거
1648993,"경기도 광명시 소하로 97, 3층 일부호 (소하동)",써든스테이크광명소하점
1648994,"경기도 광명시 소하로 97, 3층 일부호 (소하동)",(주)고고파트너스샤오웍스광명소하점
1649581,"경기도 광명시 광명로 721, 광명시돔경륜장 1층 (광명동)",더쉐프
1649582,"경기도 광명시 소하로 97, 3층 일부호 (소하동)",101번지남산돈가스이마트광명소하점
1649617,"경기도 광명시 오리로 998-1, 1층 전체호 (광명동)",교촌치킨광명1호점
1649653,"경기도 광명시 오리로976번길 13-1, 1층 일부호 (광명동)",한방바베큐
1649898,"경기도 광명시 소하일로52번길 6, 1층 전체호 (소하동)",아르시
1650086,"경기도 광명시 오리로854번길 16-7, 승화빌딩 2층 201호 (철산동)",비취
1651052,"경기도 광명시 덕안로104번길 17, 1층 137호 (일직동)",슬로우캘리광명점
1651115,"경기도 광명시 오리로651번길 6, 지하1층 7호 일부호 (하안동)",버섯샤브샤브칼국수
1651254,"경기도 광명시 오리로 964, 1층 103~104호 (광명동)",청년수산광명지점
1651255,"경기도 광명시 기아로62번길 20-16, 1층 전체호 (소하동)",레귤러리
1651386,"경기도 광명시 소하로76번길 7, 우심프라자 2층 201호 (소하동)",광명조개구이무한리필클램씨
1651387,"경기도 광명시 금하로 464, 메이저리치안 1층 112호 (소하동)",프랭크버거광명소하점
1651978,"경기도 광명시 양지로 16, B1층 B1-54,55호 (일직동, 광명역 써밋플레이스)",포케올데이광명아브뉴프랑점
1652497,"경기도 광명시 금하로 529, 비엔팰리스 1층 109호 (소하동)",돈통마늘보쌈
1652498,"경기도 광명시 양지로 21, T타워동 5층 515호,516호 (일직동)",브이아이피-티푸드센터
1652763,"경기도 광명시 광명로848번길 18, 1층 101호 (광명동)",밤식당안식
1653864,"경기도 광명시 일직로 43, GIDC 지하1층 L087호 (일직동)",79파운야드광명일직점
1653865,"경기도 광명시 하안로287번길 15, 지하1층 3~4호 (하안동)",하안의달
1654082,"경기도 광명시 신기로 7, 골드스타빌딩 1층 107호 (일직동)",경양카츠광명일직점
1654158,"경기도 광명시 양지로 19, B동 2층 242,243호 (일직동)",춘리마라탕광명역점
1654159,"경기도 광명시 밤일로 22, 3층 전체호 (하안동)",디아담
1654160,"경기도 광명시 새터로 112, 1층 전체호 (광명동)",손큰형제갈비찜광명사거리점
1654300,"경기도 광명시 광명로 891-1, 1층 일부호 (광명동)",카토리광명사거리역점
1654301,"경기도 광명시 신기로 22, 6층 일부호 (일직동)",테이크호텔쿠킹스튜디오
1654302,"경기도 광명시 광이로13번길 5, 1층 일부호 (광명동)",이시네(2sine)
1654715,"경기도 광명시 새빛공원로 67, 광명역자이타워 D동 3층 308호일부호 (일직동)",(주)부페마트
1654792,"경기도 광명시 양지로 16, 지하2층 B2-04호 (일직동, 광명역 써밋플레이스)",반찬고일직점
1654793,"경기도 광명시 소하로 38, 휴먼시아2단지아파트 상가동 1층 101호 (소하동, 휴먼시아2단지아파트)",반찬고소하점
1654794,"경기도 광명시 광명로848번길 76, 2층 전체호 (광명동)",무교동낙지
1654922,"경기도 광명시 광명로832번길 5, 2층 203호 (광명동)",일태리살롱
1655103,"경기도 광명시 도덕로 24, 뉴월드빌딩 1층 1호 (광명동)",형아네떡볶이
1655170,"경기도 광명시 하안로287번길 8, 뉴코아아울렛 지하1층 (하안동)",쇼부라멘광명뉴코아점
1655171,"경기도 광명시 광명로 888, 1층 일부호 (광명동)",탕화쿵푸마라탕
1655305,"경기도 광명시 일직로 72, 광명무역센터 C동 108,109호 (일직동)",미스터빠삭광명역사점
1656616,"경기도 광명시 기아로 46, 101호 (소하동)",청춘민물장어
1656923,"경기도 광명시 오리로 963, 2-3층 (광명동)",커핀그루나루광명사거리점
1657635,"경기도 광명시 성채안로 36, 호인빌딩 101호 (소하동)",스시공감
1657831,"경기도 광명시 광명로831번길 21, 가동 103호의 일부호 (광명동, 형제연립)",얼마나맛있게
1657832,"경기도 광명시 신기로17번길 11, 106,107호 (일직동)",한신포차광명일직점
1657833,"경기도 광명시 소하로 88, 102호 (소하동)",황비홍마라탕소하점
1658576,"경기도 광명시 일직로 79, B동 101,102호 (일직동)",비에이치씨광명역점
1658577,"경기도 광명시 소하로 78, 신성프라자 104호 (소하동)",인생닭강정
1658578,"경기도 광명시 광명로 872, 2층 (광명동)",선식당광명점
1658718,"경기도 광명시 광명역로 26, 상가동 112호 (일직동, 광명역파크자이)",원할머니보쌈족발광명역배달점
1658916,"경기도 광명시 일직로 22, 광명역 효성 해링턴타워 The First 1동 202호 (일직동)",든든한끼
1659124,"경기도 광명시 도덕로 32, 2층 전부호 (광명동)",초심한식뷔페
1659125,"경기도 광명시 안재로16번길 24, 1층 (101)호 (하안동)",맛있는밥집
1659612,"경기도 광명시 새빛공원로 67, 광명역자이타워 D동 302호303호304일부호 (일직동)",칠링하우스(칠링키친광명점)
1660127,"경기도 광명시 소하로92번길 12, 주영팰리스 206호 (소하동)",통파이브
1660343,"경기도 광명시 철산로30번길 5, 기린빌딩 1층 106호 (철산동)",컴포즈커피
1660345,"경기도 광명시 도덕공원로 59, 2층 202호 (철산동, 광명푸르지오아파트)",미니스푼
1660405,"경기도 광명시 오리로 655, 2층 일부호 (하안동)",국가대표아구찜앤해물탕
1660575,"경기도 광명시 금하로527번길 31, 1층 일부호 (소하동)",공연
1660736,"경기도 광명시 금하로 529, 비앤팰리스 110호 (소하동)",국민통닭
1660737,"경기도 광명시 새빛공원로 67, 자이타워 A동 129,130호 (일직동)",뚝배기양평해장국광명역점
1660850,"경기도 광명시 오리로 373-1, 1층 (소하동)",영일만친구
1660851,"경기도 광명시 하안로287번길 8, 뉴코아아울렛 지하1층 (하안동)",채선당행복가마솥밥뉴코아아울렛광명점
1660941,"경기도 광명시 도덕공원로 35, 상가동 106호 (철산동, 브라운스톤2차아파트)",치킨플러스광명철산점
1660979,"경기도 광명시 광명역로 28, 169호일부,170호 (일직동, 광명역센트럴자이)",마음을담은광명직영점
1661621,"경기도 광명시 일직로 22, 광명역 효성 해링턴타워 The First 1동 208호 (일직동)",육회한잔엑스신비한바다포차
1662126,"경기도 광명시 도덕공원로69번길 4-1, 1층 (철산동)",1986반찬식당
1662494,"경기도 광명시 광명로 960, 1층 일부호 (광명동)",연딜리버리푸드
1662537,"경기도 광명시 소하로109번길 6, 101호일부호 (소하동)",중화식객
1662538,"경기도 광명시 도덕공원로 21-1, 지하1층 B06호 (철산동)",커피인텐스
1662572,"경기도 광명시 일직로 77, 산타마리아 에이동 1층 104호 (일직동)",에스유전골보쌈
1662597,"경기도 광명시 오리로856번길 19, 사카빌딩 1층 (철산동)",철산감자탕
1662905,"경기도 광명시 소하로 88, 청학프라자 110호 (소하동)",그리운밤
1662906,"경기도 광명시 오리로 169, 1층 (일직동)",훈장골통통갈비
1663173,"경기도 광명시 하안로287번길 8, 뉴코아아울렛 지하1층 (하안동)",도쿄이찌바광명점
1663174,"경기도 광명시 하안로287번길 8, 뉴코아아울렛 지하1층 (하안동)",홍대쌀국수
1663330,"경기도 광명시 범안로 1042, 제일빌딩 101호 (하안동)",청년다방광명하안점
1663801,"경기도 광명시 밤일로 27, 1~2층 (하안동)",담원두부마을
1664229,"경기도 광명시 밤일안로 35, 103호 (하안동)",블리스커피비어바
1664479,"경기도 광명시 일직로12번길 21, SH&01 프라자 1층 102호 (일직동)",인생먹태
1664528,"경기도 광명시 광오로17번길 11-19, 1층 일부호 (광명동)",낭만포차
1664865,"경기도 광명시 금하로527번길 10-8, 1층 일부호 (소하동)",이가네밥집
1665119,"경기도 광명시 광일로 6, 1층 일부호 (광명동)",쏘이보쌈
1665120,"경기도 광명시 가림로 203, 지하1층 일부호 (철산동)",카페유에프오
1665709,"경기도 광명시 일직로 22, 광명역 효성 해링턴타워 The First 1동 2층 225호 (일직동)",메인디쉬
1665744,"경기도 광명시 충현로 10, 지하1층 일부호 (소하동, 대봉하이츠빌라)",동네순대타운
1692873,"경기도 광명시 도덕로 27 (광명동,,1층)",이삭토스트
1692874,"경기도 광명시 오리로 115, 1층 (일직동)",돈까스클럽광명점1
1692935,"경기도 광명시 오리로 1009, 2층 (광명동)",천사의섬
1692936,"경기도 광명시 오리로 997, 1층 (광명동)",식껍
1693029,"경기도 광명시 광명로831번길 9 (광명동,1층)",천명손칼국수
1693030,"경기도 광명시 광명로928번길 8-6 (광명동,1층)",바람부리명태찜
1693115,"경기도 광명시 오리로964번길 20 (광명동,1층)",봉자네순대국
1693145,경기도 광명시 오리로 873-12 (철산동),어머니가차린밥상
1716999,"경기도 광명시 오리로 369-3, 제니스뷰 1층 101호 (소하동)",인생닭강정소하2동점
1717000,"경기도 광명시 오리로964번길 20-1, 1층 일부호 (광명동)",와구이닭
1717108,"경기도 광명시 금하로527번길 25, 1층 (소하동)",뜰엔봄
1717550,"경기도 광명시 일직로 43, GIDC 지2층 G203,G204호 (일직동)",하얀베트남쌀국수
1718376,"경기도 광명시 일직로 22, 광명역 효성 해링턴타워 The First 1층 119,120,121,122,126,127호 (일직동)",소하리원조두루치기앤생삼겹
1718377,"경기도 광명시 일직로 43, GIDC 지하2층 G223호 (일직동)",안동국시
1718378,"경기도 광명시 하안로 258, 경향빌딩 1층 103호 (하안동)",고래맥주창고
1718379,"경기도 광명시 일직로 43, GIDC 지하1층 L013호,L014호 (일직동)",파리바게뜨광명지아이디씨점
1719061,"경기도 광명시 오리로 1013, 1층 104호 (광명동)",붐피자광명사거리점
1719062,"경기도 광명시 오리로995번길 8, 1층 3호 (광명동)",두손식당
1719546,"경기도 광명시 양지로 21, 어반브릭스C동 2층 213호 (일직동)",우식주
1719547,"경기도 광명시 일직로 43, GIDC 지하1층 L135A호일부호,L135B호 (일직동)",엘135
1719724,"경기도 광명시 덕안로104번길 17, 광명역엠클러스터 1층 103,142호 (일직동)",광명구름산추어탕
1719725,"경기도 광명시 일직로 28, 광명트리플타워오피스텔 1층 117호 (일직동)",메르시에케이크
1719726,"경기도 광명시 기아로62번길 16-5, 1층 101호 (소하동)",마약냉면
1720323,"경기도 광명시 일직로 43, GIDC 1층 1036호 (일직동)",버터램
1720366,"경기도 광명시 일직로 43, GIDC 지하1층 L135A일부호 (일직동)",비스트로피자광명일직점
1720575,"경기도 광명시 광명역로 28, 근린생활시설동 2층 209호 (일직동, 광명역센트럴자이)",자호
1720576,"경기도 광명시 광명로928번길 8, 2층 2호 (광명동)",까롱
1720814,"경기도 광명시 일직로 43, GIDC 지하1층 L089A호 (일직동)",그린밸런스
1720815,"경기도 광명시 한내로13번길 6-6, 1층 전체호 (소하동)",병천유황오리
1720816,"경기도 광명시 금하로 458, 웅신아트 1층 114호 (소하동)",마로따마라탕광명점
1722424,"경기도 광명시 덕안로104번길 17, 광명역엠클러스터 1층 113호 (일직동)",디어문광명점
1723265,"경기도 광명시 하안로288번길 12, 하안주공12단지상가 2층 202호일부호 (하안동)",카페마담퐁퐁
1723315,"경기도 광명시 광명역로 26, 상가동 1층 126호 (일직동, 광명역파크자이)",토담옛날통닭
1723316,"경기도 광명시 신기로17번길 4, 아이디에스타워 2층 204호 (일직동)",오봉집광명역점
1723317,"경기도 광명시 오리로 346, 행운드림프라자 1층 112호 (소하동)",디저트39소하오리로점
1723318,"경기도 광명시 양지로 19, 어반브릭스B동 3층 308,309호 (일직동)",셀라
1724672,"경기도 광명시 양지로 21, 어반브릭스C동 2층 201호 (일직동)",조선밥도둑광명점
1724818,"경기도 광명시 기아로 125, 1층 일부호 (소하동)",청춘민물장어
1724819,"경기도 광명시 광덕산로 5, 종합상가동 지하1층 B133호 (철산동)",밥먹자
1724820,"경기도 광명시 금하로 531, 대송빌딩 1층 102호 (소하동)",미소식당
1724948,"경기도 광명시 일직로 43, GIDC 지하1층 L018호 (일직동)",올라타코
1725150,"경기도 광명시 광명로928번길 16, 1층 전체호 (광명동)",먹고합시다
1725301,"경기도 광명시 밤일로 34, 1~3층 (하안동)",마로치노
1725302,"경기도 광명시 일직로 43, GIDC 지하2층 G226호 (일직동)",이태리부대찌개광명역점
1725872,"경기도 광명시 연서로 13, 1층 101호 (철산동)",동근이숯불두마리치킨광명철산점
1725873,"경기도 광명시 일직로99번안길 4, 1층 일부호 (일직동)",원테이블
1726255,"경기도 광명시 범안로 1039, 삼호빌딩 2층 201호 (하안동)",돈카츠든든
1726333,"경기도 광명시 일직로 43, GIDC 1층 1093호 (일직동)",오한수우육면가지아이디씨점
1726728,"경기도 광명시 철산로 27, 108-1,205,206호 (철산동)",카페와밀철산점
1726729,"경기도 광명시 시청로 107, 2층 (철산동)",이모밥집
1727253,"경기도 광명시 새빛공원로 67, C동 205~212호 (일직동)",더쉐프한식부페
1727359,"경기도 광명시 가학로 95, 1층 (가학동)",땅스부대찌개광명역점
1727360,"경기도 광명시 하안로 60, 광명테크노파크 C동 2층 208호 (소하동)",맛돈
1727555,"경기도 광명시 광명로832번길 9, 2층 2호 (광명동)",더집밥한식부페2호점
1728591,"경기도 광명시 광이로13번길 17-10, 1층 (광명동)",영진식당
1728592,"경기도 광명시 금하로1가길 47, 화이트타운 A동 1층 101호 (소하동)",윤스카페앤바
1728756,"경기도 광명시 충현로20번길 11, C동 지층 제1호 (소하동, 대원하이츠)",걍식당
1728757,"경기도 광명시 신기로17번길 4, 아이디에스타워 1층 101,102호 (일직동)",삼부자양평해장국
1728916,"경기도 광명시 도덕공원로 83-1, 1층 일부호 (철산동)",안동찜닭
1729152,"경기도 광명시 광덕산로 5, 종합상가동 지하1층 B145호 (철산동)",맛있는까닭
1729382,"경기도 광명시 도덕로 41, 1층 101호 (광명동)",립서비스
1729851,"경기도 광명시 일직로 17, 롯데아울렛 1층 일부호 (일직동)",화인에프앤드비서비스(주)퍼블리크광명점
1730016,"경기도 광명시 일직로12번길 24, 113,114호 (일직동)",역전할머니맥주광명역점
1731026,"경기도 광명시 디지털로 17, 가림빌딩 2층 일부호 (철산동)",라이브힐링7080
1731027,"경기도 광명시 일직로 28, 트리플타워 1층 101-1호 (일직동)",사운드랩
1731028,"경기도 광명시 새빛공원로 67, 광명자이타워 A동 1층 144호 (일직동)",가베의미소
1731549,"경기도 광명시 안재로14번길 29, 1층 일부호 (하안동)",보니또
1732063,"경기도 광명시 오리로 994, 1층 (광명동)",참살이
1732064,"경기도 광명시 일직로 72, 광명국제무역센터 B동 1층 122,123호 (일직동)",유가네닭갈비광명역점
1732067,"경기도 광명시 오리로931번길 4, 1층 일부호 (광명동)",내맘대로포차
1732195,"경기도 광명시 신기로 15, S프라자 1층 101호 (일직동)",또봉이통닭광명역점
1732470,"경기도 광명시 신촌북로 13-1, 1층 (소하동)",131차이
1732815,"경기도 광명시 소하로109번길 19, 2층 204호 (소하동)",순진식당
1732816,"경기도 광명시 디지털로 24, B층 140호 (철산동, 철산푸르지오하늘채)",할머니가래떡볶이
1733100,"경기도 광명시 일직로 72, 광명무역센터 B동 1층 120호 (일직동)",김프로
1733323,"경기도 광명시 디지털로 19, 서림빌딩 1층 108호 (철산동)",미스사이공철산점
1734479,"경기도 광명시 광명역로 28, 근린생활시설동 2층 213호 (일직동, 광명역센트럴자이)",홍춘천치즈닭갈비광명역점
1735319,"경기도 광명시 철산로 4, 파보레 7층 일부호 (철산동)",까페37.5
1735727,"경기도 광명시 기아로 20, 대신빌딩 2층 (소하동)",홍대포차
1735816,"경기도 광명시 신기로17번길 6, 케이스케어 1층 103호 (일직동)",사시미초장집
1735817,"경기도 광명시 광명로832번길 12, 104호 (광명동, 문영시티빌라)",통오징어칼국수
1736366,"경기도 광명시 덕안로77번길 5, 지웰에스테이트 1층 104호 (일직동)",온온
1736422,"경기도 광명시 새터안로12번길 9, 103동 2층 상가201호 (광명동, 팰리스필2차)",옛맛
1736426,"경기도 광명시 덕안로77번길 5, 지웰에스테이트 1층 103호 (일직동)",본죽비빔밥까페광명역점
1736427,"경기도 광명시 신기로17번길 11, 101호 (일직동)",김복남맥주광명역점
1737044,"경기도 광명시 안재로2번길 3-1, 1층 일부호 (하안동)",한식맛집
1737154,"경기도 광명시 안재로14번길 15-1, 1층 (102)호 (하안동)",경양식1979
1737483,"경기도 광명시 범안로 1040, 골드프라자 1층 2호 (하안동)",탕화쿵푸마라탕
1737672,"경기도 광명시 광명로 911, 1층 (광명동)",신포우리만두광명
1737907,"경기도 광명시 일직로 72, 광명무역센터 C동 1층 101,102호 (일직동)",돼지대첩광명무역센터점
1738489,"경기도 광명시 새터로 105, 1층 일부호 (광명동)",주식회사태후푸드
1738767,"경기도 광명시 범안로 1002, 지하1층 (하안동)",옛날불고기
1738768,"경기도 광명시 하안로 60, 광명테크노파크 C동 103호 (소하동)",한근갈비
1738769,"경기도 광명시 시청로 65, 1층 일부호 (철산동)",흥부찜닭앤삼겹본능
1738770,"경기도 광명시 안양천로 461, 1,2층 (철산동)",듀드팡
1738771,"경기도 광명시 철산로 25, 한영빌딩 1층 전체호 (철산동)",케이에프씨철산역점
1739025,"경기도 광명시 광덕산로 5, 종합상가동 지하1층 B107호 (철산동)",아임커피
1739026,"경기도 광명시 광덕산로 5, 종합상가동 지하1층 B113호 (철산동)",아임커피
1739543,"경기도 광명시 광이로13번길 21-10, 1층 일부호 (광명동)",대박갈비탕
1739696,"경기도 광명시 하안로 315, 한일빌딩 1층 2호 (하안동)",와삭통통
1739770,"경기도 광명시 신기로17번길 6, 케이스퀘어 201호 (일직동)",덕안
1739853,"경기도 광명시 광명로848번길 12, 1층 (광명동)",카페트루
1739854,"경기도 광명시 광명로 823, 현대타운 1층 106호 (광명동)",예반스광명점
1801086,"경기도 광명시 일직로 72, 광명국제무역센터 A동 1층 110,111호 (일직동)",북창동순두부케이티엑스광명점
1801191,"경기도 광명시 광명로 954, 1층 일부호 (광명동)",대경외식
1801192,"경기도 광명시 가림로 150-11, 도덕파크타운 101호 (철산동)",커피향
1801262,"경기도 광명시 광이로13번길 21-5, 1층 (광명동)",빵실이네
1802096,"경기도 광명시 광이로13번길 21, 1층 일부호 (광명동)",죽선생
1802097,"경기도 광명시 금하로 458, 웅신아트 1층 112호 (소하동)",큰손선지해장국
1802450,"경기도 광명시 도덕로 24, 뉴월드빌딩 1층 2호 (광명동)",술시
1802553,"경기도 광명시 일직로 72, C동 1층 126,127,128호 (일직동)",펀비어킹광명무역센터점
1802554,"경기도 광명시 양지로 16, 지하2층 B2-61,62,63,64,65호 (일직동, 광명역써밋플레이스)",고반식당광명아브뉴프랑점
1802691,"경기도 광명시 서면로 79, 기아스포츠문화센터 1층 (소하동)",더케이볼링
1802696,"경기도 광명시 일직로 72, 광명무역센터 A동 2층 210,211,212,214호 (일직동)",오늘은소갈비살2
1803027,"경기도 광명시 성채로50번길 29, 1층 102호 (소하동)",삼초
1803230,"경기도 광명시 일직로12번길 24, 광명클래시아 1층 106호 (일직동)",걸작떡볶이치킨광명케이티엑스역점
