,도로명전체주소,사업장명
1530406,"경기도 광명시 소하로 161 (소하동,1층 109,110호)",올리버비어
1530407,경기도 광명시 안재로1번안길 44 (하안동),유황오리삼계탕전문
1530408,경기도 광명시 안재로14번길 22 (하안동),소주랑맥주랑
1530411,"경기도 광명시 소하일로52번길 10 (소하동,지상1층)",어전일식
1530412,"경기도 광명시 오리로949번길 14 (광명동,지상1층)",맛쟁이해물칼국수
1530451,"경기도 광명시 철산로 4, 지하2층 (철산동)",명동칼국수
1530461,"경기도 광명시 오리로 992 (광명동,광명리더스빌딩 1층 105호)",샐러디광명사거리역점
1530462,"경기도 광명시 광화로 14-7 (광명동,지상1층)",훈이네식당
1530463,"경기도 광명시 광덕산로 33 (하안동,경흥빌딩 1층 102호)",원우갈비
1530484,"경기도 광명시 소하일로52번길 8 (소하동,지상1층)",엔유
1530485,"경기도 광명시 안재로2번길 19-1 (하안동,지상1층)",돈단지
1530486,"경기도 광명시 오리로964번길 8 (광명동,지상1층)",원조튀김
1530487,"경기도 광명시 오리로854번길 16-15 (철산동,1층)",제주밤바다
1530488,"경기도 광명시 오리로619번길 29, 1층 (주1,부1,부2)호 (하안동)",아리랑
1530489,"경기도 광명시 시청로 139, 14동 108호 (철산동)",우성
1530490,"경기도 광명시 오리로 1007, 1층 (광명동)",장가네닭한마리닭갈비
1530516,"경기도 광명시 도덕공원로 35, 상가동 1층 102호 (철산동, 브라운스톤2차아파트)",치킨마루철산도덕점
1530517,"경기도 광명시 오리로 493-8, 1층 (소하동)",장수촌
1530518,"경기도 광명시 오리로 649, 경일빌딩 1층 104호 (하안동)",체리분식
1530562,"경기도 광명시 오리로964번길 14 (광명동,지상1층)",명품짜장
1530563,"경기도 광명시 오리로 895 (철산동,지하1층)",추억
1530570,"경기도 광명시 디지털로 24 (철산동, 113동의B125호)",비비큐철산푸르지오점
1530578,"경기도 광명시 소하로 55 (소하동,휴먼시아 가상가동 102호)",비에이치씨구름산점
1530588,"경기도 광명시 광명로928번길 36 (광명동,지상1층)",호세야바베큐
1530595,"경기도 광명시 광명로 924-1, 1층 (광명동)",본말감자탕
1530596,"경기도 광명시 오리로 115, 1층 (일직동)",돈까스클럽광명점2
1530597,"경기도 광명시 광명로 910-1, 1층 (광명동)",미래네식당
1530598,"경기도 광명시 오리로985번안길 4 (광명동,지상1층)",노리터
1530599,"경기도 광명시 시청로 101, 지하1층 (철산동)",일사일
1530600,"경기도 광명시 광명로812번길 15, 1층 101호 (광명동)",김밥왕국
1530601,"경기도 광명시 오리로 925, 2층 (광명동)",앤하우스에프앤디
1530602,"경기도 광명시 광명로 837, A동 1층 107호 (광명동)",술먹는돼지
1530621,"경기도 광명시 광이로 1, 1층 (광명동)",우리할매순대국
1530622,"경기도 광명시 광명로 876, 1층 (광명동)",남원추어탕
1530630,"경기도 광명시 밤일안로 29, 2층 (하안동)",강화나루한방민물장어
1530631,"경기도 광명시 철산로 23, 1층 (철산동)",고봉민김밥인광명철산역점
1530632,"경기도 광명시 밤일안로 27, 2층 (하안동)",샤브향광명밤일점
1530665,"경기도 광명시 철산로 62 (철산동,지상1층 102, 103호)",마녀의카페
1530666,"경기도 광명시 광덕산로 33 (하안동,1층 101호)",비에이치씨철산행복점
1530667,"경기도 광명시 구름산로 12 (하안동,지상1층)",착한낙지광명점
1530675,"경기도 광명시 광명로 882 (광명동, 103호 104호)",맛닭꼬(광명사거리역점)
1530676,"경기도 광명시 밤일로 37, 1~2층 (하안동)",장수촌
1530677,"경기도 광명시 시청로 34 (철산동,지상2층)",꽃보다커피
1530678,"경기도 광명시 시청로 15, 지하층 (철산동, 2호,4호,5호)",명품
1530692,"경기도 광명시 디지털로33번길 15 (철산동,서창빌딩 지상1층)",나라참치
1530693,"경기도 광명시 광명로 837 (광명동,에이동112호)",시골막걸리
1530694,"경기도 광명시 기아로 9 (소하동,1층대원빌딩103호 가)",양가황소곱창구이
1530718,"경기도 광명시 오리로 171, 1층 (일직동)",원뼈감자탕
1530735,"경기도 광명시 도덕로28번안길 11 (광명동,현대빌리지 103호)",우리들의맛집
1530748,"경기도 광명시 오리로 1015-1, 1층 (광명동)",지코바광명1호점
1530749,"경기도 광명시 도덕로 24 (광명동,,1층 10호)",꼼앤탕
1530750,"경기도 광명시 오리로 627 (하안동, 1층,2층)",광명면옥
1530766,"경기도 광명시 도덕로 23 (광명동,지상1층)",아구와해물
1530786,"경기도 광명시 오리로964번길 17 (광명동,2층)",홍두깨손칼국수
1530787,"경기도 광명시 디지털로 29 (철산동,정인빌딩 2층 202, 203, 204호호)",김대포
1530788,"경기도 광명시 오리로 1013 (광명동,지상1층)",풍천민물장어
1530815,"경기도 광명시 오리로 368 (소하동,지상1층)",고려왕족발
1530816,"경기도 광명시 광명로 823, 1층 109호 (광명동, 현대타운)",유창족발
1530817,"경기도 광명시 광명로 837 (광명동,에이동 1층 102호)",장수분식
1530818,"경기도 광명시 도덕공원로 75 (철산동,지상1층)",골목포차
1530819,경기도 광명시 광화로 14-13 (광명동),남도전통순대
1530852,"경기도 광명시 오리로 655, 1층 (하안동)",택이네조개전골하안점
1530853,"경기도 광명시 하안로 200, 102호 (소하동, 스페이스타워)",60계치킨광명소하점
1530854,"경기도 광명시 신촌로 5, 1층 101호 (소하동)",봉구스밥버거소하고점
1530855,"경기도 광명시 오리로 394, 1층 (소하동)",한가네철판요리손칼국수
1530860,"경기도 광명시 오리로 347 (소하동,,1층)",소하바지락칼국수
1530919,"경기도 광명시 오리로 801 (하안동, e편한세상 나상가105호)",맘스치킨
1530920,"경기도 광명시 하안로 108 (소하동,에이스광명타워110호)",공주얼큰이칼국수
1530921,"경기도 광명시 오리로856번길 11 (철산동,아싸빌딩 301,302호)",온더문포차철산점
1530927,"경기도 광명시 금하로 534-6 (소하동,   지상1층)",불타는생고기
1530945,"경기도 광명시 기아로 21 (소하동, 지하1층)",술짠포차
1530946,"경기도 광명시 오리로 801, 1층 112호 (하안동,   e편한세상 나상가)",올리브떡볶이
1530950,"경기도 광명시 기아로62번길 16-8, 1층 (소하동)",소하리순대국
1530972,"경기도 광명시 광명로 848, 2층 (광명동)",이노카츠
1530973,"경기도 광명시 범안로 868-17, 1층 (하안동)",태왕짬뽕
1530977,"경기도 광명시 하안로287번길 15, 1층 106호 (하안동)",해물포차오라오라
1530978,"경기도 광명시 오리로985번길 7-1, 201호 (광명동)",이얼싼마라탕
1530979,"경기도 광명시 광명로 906, 1층 101호 (광명동, 현대아이타워)",가마꿉
1530980,"경기도 광명시 오리로985번길 8-1, 1층 (광명동)",유명한막회
1530981,"경기도 광명시 부평말길 56, 1층 (옥길동)",옥길두루치기
1530982,"경기도 광명시 오리로949번길 14, 1층 2호 (광명동)",뉴타운
1530983,"경기도 광명시 광명로952번길 9, 1층 (광명동)",지오돈까스
1531013,"경기도 광명시 광화로 14-14, 1층 (광명동)",만나비빔밥
1531014,"경기도 광명시 하안로 293-10, 2층 (하안동, 정산빌딩)",조가네뼈다귀감자탕
1531015,"경기도 광명시 안양천로 459 (철산동,2층)",가마솥밥상 철산본점
1531053,"경기도 광명시 밤일로 20, 1~2층 (하안동)",청아옥
1531054,"경기도 광명시 광화로 14-7, 1층 (광명동)",빈대떡집
1531065,"경기도 광명시 도덕공원로 17, 207호 (철산동, 도덕파크상가 207호)",멕시카나광명철산점
1531080,"경기도 광명시 신촌북로 5, 1층일부호 (소하동)",뚱딴지치맥
1531081,경기도 광명시 금하로533번길 5 (소하동),불타는집밥
1531082,"경기도 광명시 광명로888번길 25-1, 1층 (광명동)",민물매운탕
1531128,"경기도 광명시 안양천로 459, 4층 (철산동)",철산명가양마루
1531129,경기도 광명시 오리로995번길 5-1 (광명동),돈까스광명
1531145,"경기도 광명시 영당안로36번길 27 (소하동,지상1층)",수평선
1531240,"경기도 광명시 광명로 913-1 (광명동,지상1층)",정상운참치
1531247,"경기도 광명시 광명로 924, 1층 (광명동)",춘향골남원추어탕
1531248,"경기도 광명시 하안로 60, B동 207호 (소하동, 광명테크노파크)",장수곱돌생고기찌개
1531249,"경기도 광명시 일직로 79, 산타마리아-B동 2층 201,202호 (일직동)",놀부광명역점
1531250,"경기도 광명시 오리로854번길 16, 2층 206,207호 (철산동)",니뽕내뽕(광명철산점)
1531251,"경기도 광명시 오리로995번길 5-1, 1층 (광명동)",한잔찌끄리자
1531252,"경기도 광명시 밤일로 7-1, 1층 (하안동)",더카페886
1531260,"경기도 광명시 오리로985번안길 3, 2층 (광명동)",메기별관
1531261,"경기도 광명시 오리로949번길 6, 1층 (광명동)",대성닭강정
1531262,"경기도 광명시 광명로831번길 20, 1층 (광명동)",건물주
1531263,"경기도 광명시 철산로 36, 3층 301호 (철산동, 알렉스타워)",채선당플러스철산역점
1531264,"경기도 광명시 영당안로36번길 27, 1층 (소하동)",커피향기
1531265,"경기도 광명시 가학로85번길 142, 2층 (가학동)",광명동굴푸드코트
1531266,"경기도 광명시 오리로366번길 14, 지층 1호 (소하동)",옛날토종닭
1531267,"경기도 광명시 철산로 36, 3층 302호 (철산동, 알렉스타워)",트램플린파크
1531295,"경기도 광명시 오리로976번길 10 (광명동,지상1층)",춘자네부대찌개
1531299,"경기도 광명시 오리로366번길 14 (소하동,지상1층 110호)",사계절
1531300,경기도 광명시 광오로9번길 15 (광명동),신바람명태
1531301,"경기도 광명시 소하로 55 (소하동,휴먼시아가상가 1층 103호)",오븐에빠진닭
1531330,"경기도 광명시 하안로 60, E동 202호 (소하동, 광명테크노파크)",코리엔탈깻잎두마리치킨앤치킨파티
1531331,"경기도 광명시 철산로30번길 9, 1층 (철산동)",곱분이곱창철산점
1531332,"경기도 광명시 오리로 974, 1층 127A호 (광명동, (광명시장내))",한순자네
1531340,"경기도 광명시 오리로856번길 26, 2층 (철산동)",갓포이나까
1531341,"경기도 광명시 신촌로5번길 10, 1층 (소하동)",햄스바자르(Heam's-BAZAR)
1531342,경기도 광명시 시청로 99-1 (철산동),고기품격
1531347,"경기도 광명시 광명로831번길 24, 1층 (광명동)",장터포차
1531348,"경기도 광명시 광화로 24, 2,3층 (광명동)",광명힐링캠프
1531349,"경기도 광명시 소하로109번길 15, 106호 (소하동, 소아토피아)",목포횟집
1531355,"경기도 광명시 소하로109번길 13-8 (소하동, 광장프라자 201~204호)",감성9091광명소하직영점
1531356,"경기도 광명시 철산로30번길 14 (철산동, 105호)",츠츠허허
1531357,"경기도 광명시 오리로976번길 34, 1층 (광명동)",복림문반점
1531374,"경기도 광명시 광이로13번길 22-2 (광명동,지상1층)",이모네맛집
1531375,"경기도 광명시 오리로 509 (소하동,지상1층)",꿀족
1531376,"경기도 광명시 범안로 1061 (하안동,4층 401, 402호)",밥카페여랑
1531377,"경기도 광명시 범안로 1042 (하안동,제일빌딩 2층 201호)",오지랖
1531388,"경기도 광명시 광명로848번길 21, 1층 (광명동)",제주향
1531404,"경기도 광명시 도덕로 22 (광명동,지상1층)",호치킨하우스
1531409,"경기도 광명시 철산로30번길 14 (철산동, 덕수빌딩 1층)",생활고기
1531427,"경기도 광명시 광명로 888, 2층 (광명동)",화수분(뽕잎사랑)
1531428,"경기도 광명시 도덕로 20, 1층 (광명동)",수경이네식당
1531429,"경기도 광명시 밤일로 21, 2층 (하안동)",상도늘보리광명밤일마을점
1531430,"경기도 광명시 범안로 861, 1층 (하안동)",늘봄해물찜
1531431,"경기도 광명시 광명로 842, 1층 (광명동, 지하)",복
1531432,"경기도 광명시 기아로 10, 명지빌딩 2층 (소하동)",수정솥뚜껑생삼겹살
1531456,"경기도 광명시 안재로14번길 21 (하안동,,1층)",모두애불닭숯불바베큐
1531457,"경기도 광명시 오리로856번길 7, 2층 (철산동)",포메인
1531463,"경기도 광명시 오리로 998-2, 1층 (광명동)",와다닥춘천숯불닭갈비
1531464,"경기도 광명시 광명로 853, 1층 (광명동)",신전떡볶이
1531465,"경기도 광명시 오리로 801, 나상가동 1층 108호 (하안동, 이편한세상센트레빌아파트)",컬투치킨앤포차광명하안점
1531466,"경기도 광명시 광화로 37, 1층 (광명동)",청개구리
1531467,"경기도 광명시 가학로 144, 1층 (가학동)",소통한우
1531468,"경기도 광명시 범안로 1041, 2층 (하안동, 삼선빌딩)",일공공키친광명점
1531469,"경기도 광명시 범안로 1042, 204.205호 (하안동, 제일빌딩)",착한코다리광명점
1531477,경기도 광명시 기아로62번길 20 (소하동),혜성참치
1531478,"경기도 광명시 광명로 837 (광명동, B동114호)",영자의전성시대
1531479,"경기도 광명시 하안로 60 (소하동, 광명테크노파크E 113호)",동경샤브칼국수
1531480,"경기도 광명시 금하로 458 (소하동, 201호)",이맛이감자탕
1531481,"경기도 광명시 오리로857번길 6-8, 1층 (철산동)",스마일하우스
1531488,"경기도 광명시 오리로 375, 1층 (소하동)",왕십리왕곱창
1531489,"경기도 광명시 안재로6번길 16, 1층 (하안동)",연일식당
1531490,"경기도 광명시 오리로 992, 1층 (광명동, 110 111 112호)",송정해변막국수
1531491,"경기도 광명시 광명로918번길 14 (광명동,지상1층)",별미집
1531501,"경기도 광명시 기아로16번길 14 (소하동,지하1층)",옛날장터치킨소하2호점
1531502,"경기도 광명시 광명로 423-5 (노온사동,지상1층)",망향비빔국수광명점
1531503,"경기도 광명시 광명로 823, 현대타운 101호 (광명동)",비비큐광명점
1531504,"경기도 광명시 오리로 976, 5층 (광명동)",사거리식당
1531505,"경기도 광명시 광명로 837 (광명동,에이동 111호)",누리울림
1531506,"경기도 광명시 금오로 691, 1층 (옥길동)",모녀가든
1531513,"경기도 광명시 오리로 992 (광명동,지상1층)",도도스시
1531514,"경기도 광명시 오리로976번길 12 (광명동, 지상1층)",삼대맛족발
1531515,"경기도 광명시 소하일로52번길 16 (소하동,지상1층)",소하리 두부촌
1531542,"경기도 광명시 광명로 837 (광명동,비동107호)",누이실내포차
1531543,"경기도 광명시 광명로893번길 13-1 (광명동, 1층)",알콜로
1531544,"경기도 광명시 오리로 993 (광명동,지하1층)",두울
1531545,"경기도 광명시 소하로 86 (소하동,제일프라자101호)",국수나무소하점
1531614,"경기도 광명시 기아로 15-1, 1층 (소하동)",홍조닭발
1531622,"경기도 광명시 오리로964번길 18, 1층 (광명동)",탕탕탕
1531623,"경기도 광명시 광명로831번길 14, 1층 (광명동)",순대랑곱창
1531657,"경기도 광명시 하안로 60 (소하동, 광명테크노파크c동106호)",한명숙피자광명점
1531658,"경기도 광명시 오리로949번길 8, 1층 (광명동)",달봉비어
1531659,"경기도 광명시 밤일안로 35, 1층 101호 (하안동)",카페율
1531660,"경기도 광명시 오리로985번안길 7, 1층 (광명동)",미니가맥
1531666,"경기도 광명시 하안로 168-11, 101호 (소하동)",크림
1531668,"경기도 광명시 광명로831번길 13, 1층 (광명동)",전주식당
1531669,"경기도 광명시 소하로 81, 2층 201호 (소하동, 아이플랙스)",김수언스시
1531670,"경기도 광명시 영우로 6, 1층 (소하동)",유니수제돈까스
1531671,"경기도 광명시 광명로848번길 18, 104호 (광명동)",한우리
1531674,"경기도 광명시 공세동길 11, 제1동 1층 (가학동)",아월즈
1531675,"경기도 광명시 소하로 94, 2층 202,203,204호 (소하동, 선우퓨처마크)",마초쉐프광명점
1531676,"경기도 광명시 영우로 4, 1층 (소하동)",추억만들기
1531677,"경기도 광명시 오리로 970, 6층 6002호 (광명동, 크로앙스)",밥심찌게정식
1531694,"경기도 광명시 목감로268번길 27-1, 1층 (광명동)",정인면옥평양냉면
1531695,"경기도 광명시 하안로 60 (소하동, 테크노파크e동 203호)",명동본가
1531696,"경기도 광명시 광명역로 21, 1층 (일직동, 고속철도 광명역)",용우동광명역점
1531705,"경기도 광명시 도고내로 37, 1층 (가학동)",도고내식당
1531706,"경기도 광명시 범안로 861, 2층 (하안동)",주막앤킹콩쥬스
1531707,"경기도 광명시 소하로 88, 1층 105호 (소하동, 청학프라자)",사이공본가소하점
1531713,"경기도 광명시 하안로 293-14, 101,102호 (하안동, 잠실빌딩)",누나홀닭
1531714,"경기도 광명시 광덕산로 26, 103호 (하안동, 두산위브상가)",도현
1531716,"경기도 광명시 새터로 110, 1층 (광명동)",비어페스트
1531745,"경기도 광명시 오리로856번길 26 (철산동,,1층)",역전우동 철산점
1531799,"경기도 광명시 광이로 3, 1층 (광명동)",구백냥곱창광명점
1531800,"경기도 광명시 범안로 1042, 2층 203호 (하안동)",봉추찜닭하안점
1531801,"경기도 광명시 일직로12번길 21, 2층 203호 (일직동, SH&01프라자)",가야밀면
1531842,"경기도 광명시 소하로 94, 1층 104~108호 (소하동)",한촌설렁탕광명소하점
1531843,"경기도 광명시 일직로99번안길 14-1, 1층 (일직동)",아바이마을명태조림
1531844,"경기도 광명시 안현로 51 (하안동,,9단지종합상가 1층 106호)",황가네꼼장어
1531845,"경기도 광명시 안재로14번길 28 (하안동,,1층)",씨에프숯불바베큐치킨
1531846,"경기도 광명시 하안로288번길 15 (하안동,조일프라자 지하1층 1호)",웰빙사우나식당
1531854,"경기도 광명시 도덕공원로 73, 1층 (철산동)",남매분식
1531855,"경기도 광명시 덕안로77번길 9, 1층 105호 (일직동)",전주콩나물
1531857,"경기도 광명시 광이로13번길 21-5, 1층 (광명동)",장터해장국
1531858,"경기도 광명시 광이로13번길 3-15, 1층 (광명동)",고구미네
1531859,"경기도 광명시 철망산로 87 (철산동, 세이브존 지하1층)",쉐프가만든떡볶이
1531860,"경기도 광명시 소하로109번길 19, 2층 201호 (소하동)",67한량
1531861,"경기도 광명시 오리로854번길 24 (철산동,,대현빌딩 5층)",에이치바
1531888,"경기도 광명시 오리로 995, 1층 (광명동)",콩집와플
1531889,"경기도 광명시 광명로 862-1, 1층 (광명동)",비에이치씨치킨
1531926,"경기도 광명시 안재로14번길 23, 1층 102호 (하안동)",한미치킨
1531927,"경기도 광명시 소하로 81, 1층 104호 (소하동, 아이플렉스)",맘스터치광명소하점
1531928,"경기도 광명시 소하로92번길 12, 1층 (소하동)",달콤
1531976,"경기도 광명시 일직로 17, 3층 (일직동, 롯데아울렛)",채선당의자연한그릇
1531977,"경기도 광명시 오리로949번길 10, 1층 (광명동)",계경순대국광명4동점
1531981,"경기도 광명시 밤일안로14번길 5, 3층 (하안동)",청평라운지
1531982,"경기도 광명시 밤일로 8, 1-3층 (하안동, 트윈웨스트 )",시드니램1901
1531992,"경기도 광명시 오리로 933-1, 1층 (광명동)",오성초밥
1531993,"경기도 광명시 소하로 88, 1층 107호 (소하동)",또봉이통닭소하이마트점
1532051,"경기도 광명시 디지털로 24, 지하1층 141호 (철산동, 푸르지오하늘채 종합상가)",정다함돈가스(하안동점)
1532071,"경기도 광명시 하안로 289, 1층 (하안동, 태홍빌딩)",케이에프씨
1532072,"경기도 광명시 도덕공원로 76, 1층 (철산동)",광명불고기
1532073,"경기도 광명시 범안로 1039, 2층 203호 (하안동, 삼호빌딩)",비스트로안안
1532151,"경기도 광명시 오리로854번길 16-10, 2층 (철산동)",시장을여는사람들철산점
1532176,"경기도 광명시 오리로 992, 1층 104호 (광명동, 광명리더스빌딩)",노란집고창힘센장어
1532177,"경기도 광명시 하안로287번길 7, 2층 202호 (하안동, 삼희빌딩)",육당21
1532178,"경기도 광명시 기아로 25, 2층 (소하동)",꼬꼬네춘천닭갈비
1532181,"경기도 광명시 광명로 969, 1층 (광명동)",원조골뱅이
1532182,"경기도 광명시 광명로 950-2, 1층 101,102호 (광명동)",7번가피자광명점
1532183,"경기도 광명시 가림로 217, 1층 (철산동)",행복피자앤치킨
1532184,"경기도 광명시 영우로 6, 지하1층 (소하동)",휴식공간
1532185,"경기도 광명시 밤일안로 21, 1층 (하안동)",메종드마홍
1532186,"경기도 광명시 광명로832번길 10, 1층 (광명동)",광명솥뚜껑삼겹살
1532187,"경기도 광명시 오리로964번길 14-1, 1층 (광명동)",천하일미닭강정
1532188,"경기도 광명시 광오로9번길 16, 1층 우측일부호 (광명동)",전주집
1532189,"경기도 광명시 광명로831번길 9, 1층 (광명동)",진이네전집
1532199,"경기도 광명시 충현로4번길 10, A동 1층 (소하동, 동곡빌딩)",강촌숯불닭갈비소하점
1532200,"경기도 광명시 소하로 86, 제일프라자 113,114호 (소하동)",항방양육관
1532227,"경기도 광명시 디지털로 13 (철산동,,1층)",철산식당
1532228,"경기도 광명시 광삼로 3 (광명동,,2층)",다현
1532229,"경기도 광명시 하안로 254 (하안동,,107호)",네네치킨(하안점)
1532250,"경기도 광명시 광이로 3-15 (광명동, 1층)",장바구니카페콩
1532251,"경기도 광명시 금하로527번길 10-1 (소하동, 102호)",김밥하우스
1532252,"경기도 광명시 안재로6번길 31-1 (하안동, 102호)",치향저격
1532253,"경기도 광명시 안현로 19 (하안동, 하안주공1단지상가 106호)",김밥이야
1532257,"경기도 광명시 금하로533번길 6, 1층 (소하동)",쟁반집8292소하점
1532258,"경기도 광명시 오리로856번길 23, 301호 (철산동, 명산빌딩)",홀덤크러쉬
1532259,"경기도 광명시 오리로856번길 23, 202호 (철산동, 명산빌딩)",전느님
1532260,"경기도 광명시 오리로 629 (하안동, 2층 전체)",고기싸롱광명하안점
1532305,"경기도 광명시 시청로 7, 1층 (철산동, 104호)",곤지암할매소머리국밥감자탕
1532306,"경기도 광명시 새터로121번길 28-1 (광명동,,1층)",돈우정
1532307,"경기도 광명시 시청로 69 (철산동,,1층)",달마식당
1532308,"경기도 광명시 오리로856번길 13 (철산동,,2층)",꾼노리철산점
1532324,"경기도 광명시 도덕로 63, 1층 108호 (광명동)",돼지네회집
1532344,"경기도 광명시 하안로 314, 2층 (하안동)",풍년집
1532355,"경기도 광명시 하안로287번길 19 (하안동, 지하층 제 1호)",통큰포차
1532356,"경기도 광명시 광덕산로 33 (하안동, 105호)",알볼로피자하안점
1532357,"경기도 광명시 디지털로 64, 상가 1층 101호 일부호 (철산동, 철산한신아파트)",처갓집플러스케이준치킨철산한신점
1532387,"경기도 광명시 밤일안로 41-11, 2,3층 (하안동)",우리소
1532388,"경기도 광명시 신촌북로 5 (소하동,2층)",능안
1532418,"경기도 광명시 하안로 293-12, 105호 (하안동)",이삭토스트
1532419,"경기도 광명시 기아로 25-1, 2층 (소하동)",하동마을
1532420,"경기도 광명시 도덕로 21, 1층 102호 (광명동)",탱가포차
1532421,"경기도 광명시 광명로 865, 1층 (광명동)",한방전주콩나물국밥
1532422,"경기도 광명시 새터로 65-2, 1층 (광명동)",오두막포차
1532436,"경기도 광명시 일직로99번안길 14, 1층 (일직동)",소문난삼부자순대국
1532463,"경기도 광명시 성채로50번길 9-7 (소하동, 상가102호)",통큰대구막창
1532464,경기도 광명시 시청로 57 (철산동),코리엔탈깻잎두마리치킨철산점
1532465,"경기도 광명시 광화로 14-4, 2층 (광명동)",스타
1532480,"경기도 광명시 철산로 43 (철산동, 바상가 111호)",언니네분식
1532481,"경기도 광명시 안현로 19 (하안동, 종합상가,121호)",카페이레
1532482,"경기도 광명시 기아로16번길 13-1, 1층 (소하동)",청년떡볶이
1532483,"경기도 광명시 광명로848번길 9, 1층 (광명동)",1박2일
1532515,"경기도 광명시 오리로 856, 3층 301호 (철산동)",투핸즈
1532516,"경기도 광명시 오리로 992, 2층 201호 (광명동)",애플
1532517,"경기도 광명시 금당로 36, 105호 (하안동, 8단지상가)",황금치킨
1532532,"경기도 광명시 광화로 14-9, 1층 (광명동)",명태골
1532533,"경기도 광명시 광명로 910, 1층 (광명동)",왕돈까스왕냉면
1532534,"경기도 광명시 금하로 533, A-1층 (소하동)",피엠푸드광명소하점
1532535,"경기도 광명시 안재로6번길 28, 101호 (하안동)",피자나라치킨공주(광명하안점)
1532536,"경기도 광명시 철산로30번길 14, 지하1층 (철산동)",위드
1532575,"경기도 광명시 광명로865번안길 13, 1층 (광명동)",더빙맥
1532576,"경기도 광명시 광명로927번길 9 (광명동, 1층)",옛날손칼국수
1532577,"경기도 광명시 오리로854번길 21 (철산동, 신명빌딩2층203호)",홍대개미 광명철산점
1532594,"경기도 광명시 오리로 998, 1층 (광명동)",유쾌한등갈비
1532595,"경기도 광명시 새터로121번길 25, 1층 (광명동)",전라도반상
1532600,"경기도 광명시 오리로985번안길 7, 1층 (광명동)",화순포차
1532601,"경기도 광명시 소하로109번길 15, 801~804호 (소하동, 소하토피아)",꽃피다한우
1532602,"경기도 광명시 광삼로 61, 2층 (철산동)",민들레밥상
1532603,"경기도 광명시 오리로857번길 6-8, 1층 (철산동)",두꺼비호프
1532604,"경기도 광명시 오리로964번길 14-1, 1층 (광명동)",명성족발
1532611,"경기도 광명시 오리로 449, 2동 1층 (소하동)",소호앤팜
1532612,"경기도 광명시 가학로85번길 44, 1층 (가학동)",서원안동국시
1532613,"경기도 광명시 광명로 952, 1층 (광명동)",박가네
1532614,"경기도 광명시 소하로 78, 1층 (소하동)",소하식당
1532615,"경기도 광명시 오리로856번길 6, 3층 (철산동)",포차스미스
1532616,"경기도 광명시 가림로 54-11, 1층 101-A호 (하안동)",푸드카페임김밥
1532642,"경기도 광명시 안재로14번길 15 (하안동,,1층)",만리향
1532670,"경기도 광명시 디지털로33번길 5, 3층 301,302일부호 (철산동, 그랜드프라자)",7080라이브만남생음악
1532679,"경기도 광명시 오리로854번길 12, 1층 102호 (철산동)",하남돼지집 광명철산점
1532680,"경기도 광명시 하안로287번길 22, 1층 (하안동)",토다리(하안점)
1532681,"경기도 광명시 시청로138번길 32, 1층 103-1호 (철산동)",블랙앤티더트컴퍼니
1532737,"경기도 광명시 기아로 7, 2층 (소하동)",김용기초밥
1532738,"경기도 광명시 광오로17번길 13-1 (광명동, 1층)",이숙영홍성한우정육식당
1532739,"경기도 광명시 시청로 107, 지하1층 (철산동)",뮤직카페
1532743,"경기도 광명시 철산로30번길 15, 지1층 20,21호 (철산동)",주막
1532760,경기도 광명시 오리로 1013 (광명동),옛고을
1532818,"경기도 광명시 오리로 392, 1층 (소하동)",비에이치씨광명소하점
1532829,경기도 광명시 철산로29번길 9 (철산동),피자마루 철산점
1532830,"경기도 광명시 금하로527번길 21, 1층 일부호 (소하동)",탐라고기마당
1532831,"경기도 광명시 범안로 1030 (하안동,,삼회교육센타1층)",생각보다맛있는집
1532832,"경기도 광명시 오리로854번길 24, 1층 (철산동)",곱창이야기철산점
1532860,경기도 광명시 광명로888번길 12-1 (광명동),히카리연어
1532861,"경기도 광명시 하안로 108 (소하동, 에이스광명타워 3층 301호~306호, 320호)",마베빌레
1532872,"경기도 광명시 오리로 974 (광명동, 제101호)",쥬씨(광명사거리점)
1532885,"경기도 광명시 서독로 104, 1층 (가학동)",논미
1532911,"경기도 광명시 시청로 144, 1층 (철산동)",투타임
1532941,"경기도 광명시 소하로 86, 2층 202,203호 (소하동, 제일프라자)",양천뼈다귀소하점
1533023,"경기도 광명시 하안로 60, E동 지하106호 (소하동, 광명테크노파크)",주식회사더제이푸드
1533024,"경기도 광명시 소하로109번길 19, 106호 (소하동)",장모님칼국수
1533025,"경기도 광명시 안재로6번길 23, 101호 (하안동)",청년푸드
1533071,"경기도 광명시 밤일로 3, 1층 일부호 (하안동)",이비가짬뽕광명밤일마을점
1533072,"경기도 광명시 하안로287번길 8, 6층 6001호 (하안동, 뉴코아아울렛)",두끼엔씨광명점
1533094,경기도 광명시 오리로984번길 33-1 (광명동),미소
1533095,"경기도 광명시 오리로 1001, 2층 전체호 (광명동)",카페몽
1533097,"경기도 광명시 시청로 34, 2층 (철산동)",미강추어탕
1533098,경기도 광명시 광화로 14-9 (광명동),호남식당
1533109,"경기도 광명시 광명역로 21, 1층 (일직동, 고속철도 광명역)",에그박스광명역점
1533110,"경기도 광명시 금하로527번길 10-6, 1층 (소하동)",영진홍어
1533127,"경기도 광명시 성채로50번길 9-11, 101호 (소하동)",국수나무광명충현점
1533128,"경기도 광명시 범안로 1042, 109호 (하안동)",북촌손만두하안사거리점
